name	x	y	z	size
A6	-2.24405074119568	-69.9696502685547	37.8813896179199	0
A7	-5.02347183227539	-60.1024284362793	41.3525505065918	0
A8	-6.21139430999756	-44.3738784790039	66.376579284668	0
A9	-2.60293102264404	-41.9630966186523	63.3266830444336	0
A10	-1.60826110839844	-35.0436401367188	62.7317276000977	0
A11	-20.7849941253662	-5.28636407852173	67.7501220703125	0
A12	-22.555591583252	-3.17419695854187	67.0862884521484	0
A13	-25.5806617736816	16.4252376556396	45.8189849853516	0
A14	-1.81416583061218	-66.9079284667969	34.7627639770508	0
A15	-6.08280324935913	-42.2865676879883	39.7847175598145	0
A16	-7.63539743423462	-37.3695297241211	45.6711082458496	0
A17	-4.16344976425171	-40.143913269043	56.709228515625	0
A18	-3.60196542739868	-34.4193496704102	57.7341918945313	0
A19	-16.48046875	3.57765245437622	71.0079498291016	0
A20	-26.7359218597412	21.6996192932129	55.058666229248	0
A21	-23.5091514587402	21.1237506866455	42.7323989868164	0
A22	-10.379186630249	62.7342720031738	-18.3009567260742	0
A24	-9.46021842956543	20.7234477996826	34.6655769348145	0
A25	-6.16671323776245	10.2773990631104	45.8020553588867	0
A26	-10.3685150146484	-10.0555639266968	45.8181076049805	0
A27	-7.71211719512939	67.2716903686523	2.45889234542847	0
A28	-4.06355237960815	61.412727355957	3.5144259929657	0
A29	-8.33548927307129	14.5825977325439	45.4220581054688	0
A30	-5.9821400642395	10.666974067688	50.900390625	0
A31	-7.48784112930298	-14.608549118042	46.8424873352051	0
A32	-17.1766738891602	-71.4753341674805	18.1445598602295	0
A33	-9.4026403427124	-55.1685371398926	26.9648780822754	0
A34	-8.17143058776855	-47.3803520202637	32.4889755249023	0
A35	-5.5350604057312	-42.1217460632324	34.4782638549805	0
A36	-13.8046617507935	-29.2617454528809	39.5254440307617	0
A37	-15.5385456085205	-66.0452499389648	15.8118438720703	0
A38	-15.8765258789063	-66.1025848388672	8.27016639709473	0
A39	-2.16536903381348	-45.1586380004883	22.8577613830566	0
A40	-1.45963799953461	-42.4399719238281	28.0287437438965	0
A41	-12.7715225219727	-19.7041969299316	39.4926834106445	0
A42	-3.37294697761536	-92.8481826782227	-5.44735097885132	0
A43	-1.64247393608093	-81.4064254760742	1.40104126930237	0
A44	-7.14944744110107	-77.517707824707	6.22837924957275	0
